image_path,gender_female,gender_male,imagequality_Average,imagequality_Bad,imagequality_Good,age_15-25,age_25-35,age_35-45,age_45-55,age_55+,weight_normal-healthy,weight_over-weight,weight_slightly-overweight,weight_underweight,carryingbag_Daily/Office/Work Bag,carryingbag_Grocery/Home/Plastic Bag,carryingbag_None,footwear_CantSee,footwear_Fancy,footwear_Normal,emotion_Angry/Serious,emotion_Happy,emotion_Neutral,emotion_Sad,bodypose_Back,bodypose_Front-Frontish,bodypose_Side
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6523.jpg,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6524.jpg,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6525.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6526.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6527.jpg,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6528.jpg,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6529.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6530.jpg,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6531.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6532.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6533.jpg,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6534.jpg,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6535.jpg,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6536.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6537.jpg,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6538.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6539.jpg,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6540.jpg,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6541.jpg,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6542.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6543.jpg,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6544.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6545.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6546.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6547.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6548.jpg,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6549.jpg,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6550.jpg,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6551.jpg,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6552.jpg,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6553.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6554.jpg,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6555.jpg,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6556.jpg,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6557.jpg,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6558.jpg,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6559.jpg,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6560.jpg,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6561.jpg,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6562.jpg,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6563.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6564.jpg,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6565.jpg,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6566.jpg,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6567.jpg,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6568.jpg,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6569.jpg,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6570.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6571.jpg,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6572.jpg,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6573.jpg,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6574.jpg,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6575.jpg,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6576.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6577.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6578.jpg,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6579.jpg,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6580.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6581.jpg,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6582.jpg,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6583.jpg,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6584.jpg,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6585.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6586.jpg,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6587.jpg,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6588.jpg,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6589.jpg,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6590.jpg,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6591.jpg,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6592.jpg,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6593.jpg,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6594.jpg,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6595.jpg,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6596.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6597.jpg,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6598.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6599.jpg,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6600.jpg,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6601.jpg,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6602.jpg,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6603.jpg,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6604.jpg,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6605.jpg,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6606.jpg,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6607.jpg,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6608.jpg,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6609.jpg,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6610.jpg,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6611.jpg,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6612.jpg,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6613.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6614.jpg,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6615.jpg,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6616.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6617.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6618.jpg,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6619.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6620.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6621.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6622.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6623.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6624.jpg,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6625.jpg,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6626.jpg,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6627.jpg,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6628.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6629.jpg,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6630.jpg,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6631.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6632.jpg,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6633.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6634.jpg,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6635.jpg,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6636.jpg,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6637.jpg,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6638.jpg,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6639.jpg,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6640.jpg,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6641.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6642.jpg,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6643.jpg,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6644.jpg,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6645.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6646.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6647.jpg,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6648.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6649.jpg,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6650.jpg,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6651.jpg,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6652.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6653.jpg,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6654.jpg,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6655.jpg,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6656.jpg,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6657.jpg,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6658.jpg,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6659.jpg,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6660.jpg,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6661.jpg,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6662.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
/content/gdrive/My Drive/Colab_projects/PersonAttribures/data/raw/resized/6663.jpg,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
